省份,区域,状态,2020-02-19,2020-02-18,2020-02-17,2020-02-16,2020-02-15,2020-02-14,2020-02-13,2020-02-12,2020-02-11,2020-02-10,2020-02-09,2020-02-08,2020-02-07,2020-02-06,2020-02-05,2020-02-04,2020-02-03,2020-02-02,2020-02-01,2020-01-31,2020-01-30,2020-01-29,2020-01-28,2020-01-27,2020-01-26,2020-01-25,2020-01-24
重庆,巫山县,确诊,3,3,3,5,5,5,5,6,6,6,7,7,8,8,8,8,8,9,10,10,10,10,10,10,10,10,10
重庆,巫山县,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,巫山县,治愈,0,0,0,0,0,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6
重庆,巫山县,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,铜梁区,确诊,0,0,1,1,2,2,2,2,2,4,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9,9
重庆,铜梁区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,铜梁区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4
重庆,铜梁区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,荣昌区,确诊,0,0,0,0,0,0,0,1,2,3,5,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9
重庆,荣昌区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,荣昌区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5
重庆,荣昌区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,璧山区,确诊,0,2,2,3,3,4,4,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9
重庆,璧山区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,璧山区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,4,5,6,7
重庆,璧山区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,沙坪坝区,确诊,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8
重庆,沙坪坝区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,沙坪坝区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
重庆,沙坪坝区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,大渡口区,确诊,1,2,4,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
重庆,大渡口区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,大渡口区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,4,4,4,5,5,5
重庆,大渡口区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,巴南区,确诊,0,0,0,1,1,1,1,1,1,1,2,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,6
重庆,巴南区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,巴南区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2
重庆,巴南区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,永川区,确诊,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5
重庆,永川区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,永川区,治愈,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,2,2
重庆,永川区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,高新区,确诊,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
重庆,高新区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,高新区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
重庆,高新区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,江津区,确诊,0,0,0,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
重庆,江津区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,江津区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,3,3
重庆,江津区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,梁平区,确诊,0,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
重庆,梁平区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,梁平区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,4,4,4,4
重庆,梁平区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,涪陵区,确诊,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
重庆,涪陵区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,涪陵区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2
重庆,涪陵区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,彭水县,确诊,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
重庆,彭水县,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,彭水县,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,彭水县,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,黔江区,确诊,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
重庆,黔江区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,黔江区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
重庆,黔江区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,城口县,确诊,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
重庆,城口县,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,城口县,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2
重庆,城口县,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,酉阳县,确诊,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
重庆,酉阳县,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,酉阳县,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,酉阳县,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,万盛经开区,确诊,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
重庆,万盛经开区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,万盛经开区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,万盛经开区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,武隆区,确诊,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
重庆,武隆区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,武隆区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
重庆,武隆区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,秀山县,确诊,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
重庆,秀山县,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,秀山县,治愈,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
重庆,秀山县,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,山东,确诊,15,27,46,75,95,130,158,184,206,230,259,275,307,347,386,416,444,466,487,497,509,523,532,537,541,543,544
山东,山东,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,山东,治愈,0,0,0,0,0,1,1,2,3,6,7,11,15,27,37,44,63,66,80,92,105,136,156,173,191,211,227
山东,山东,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,3,3
山东,青岛,确诊,4,6,8,13,15,17,21,21,21,24,26,32,35,41,44,46,49,53,53,53,53,55,56,57,57,58,59
山东,青岛,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,青岛,治愈,0,0,0,0,0,1,1,1,1,1,1,3,3,4,5,7,10,10,12,13,15,17,21,27,26,27,29
山东,青岛,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
山东,济宁,确诊,1,2,5,5,5,5,8,8,11,14,18,21,25,32,35,38,39,39,41,42,43,46,49,51,52,52,52
山东,济宁,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,济宁,治愈,0,0,0,0,0,0,0,0,1,1,1,3,3,4,7,8,8,8,9,12,14,15,18,18,20,22,27
山东,济宁,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,临沂,确诊,2,3,7,7,8,16,16,23,23,24,25,28,30,32,35,40,40,42,44,45,45,47,47,47,47,48,48
山东,临沂,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,临沂,治愈,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,7,6,10,10,12,25,25,32,35,37,37
山东,临沂,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,烟台,确诊,2,2,2,8,10,12,13,18,20,20,26,26,27,30,34,35,37,39,41,43,46,46,46,46,47,47,47
山东,烟台,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,烟台,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,7,12,13,13,13,13,15
山东,烟台,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,济南,确诊,2,3,5,7,10,11,14,16,18,19,22,25,29,34,41,42,43,44,46,47,47,47,47,47,47,47,47
山东,济南,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,济南,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,7,7,7,10,11,11,11,13,16,17
山东,济南,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,潍坊,确诊,1,1,2,3,3,5,7,8,9,11,13,14,16,21,27,31,36,37,38,38,41,41,42,43,44,44,44
山东,潍坊,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,潍坊,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,5,6,8,9,10,12,14
山东,潍坊,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,威海,确诊,2,3,4,9,10,12,14,19,24,24,25,25,27,29,31,33,34,35,37,38,38,38,38,38,38,38,38
山东,威海,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,威海,治愈,0,0,0,0,0,0,0,0,0,2,2,2,2,5,5,5,8,8,8,9,9,9,9,9,9,10,10
山东,威海,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,聊城,确诊,0,1,1,1,3,4,5,7,8,9,10,10,12,15,20,27,33,34,37,38,38,38,38,38,38,38,38
山东,聊城,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,聊城,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,10,11,12,17,18
山东,聊城,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,德州,确诊,0,1,3,6,8,11,15,16,17,19,19,19,24,26,27,29,30,32,32,33,35,35,36,37,37,37,37
山东,德州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,德州,治愈,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,4,4,6,6,6,6,7,7,7,9,9,9
山东,德州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
山东,泰安,确诊,0,0,0,0,1,3,3,4,6,9,12,12,14,18,20,20,24,31,32,32,32,32,32,32,32,32,32
山东,泰安,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,泰安,治愈,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,4,4,5,5,6,6,6
山东,泰安,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
山东,淄博,确诊,0,0,1,2,2,4,8,9,10,12,12,12,14,14,15,15,16,17,20,20,23,28,29,29,29,29,29
山东,淄博,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,淄博,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,4,4,5,6,6
山东,淄博,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,枣庄,确诊,0,0,0,2,5,8,9,9,12,15,16,16,17,17,19,20,21,21,23,23,23,23,24,24,24,24,24
山东,枣庄,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,枣庄,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,4,7,7,10
山东,枣庄,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,菏泽,确诊,0,1,1,4,5,7,7,8,8,9,10,10,12,13,13,14,16,16,17,18,18,18,18,18,18,18,18
山东,菏泽,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,菏泽,治愈,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,5,6,7,7,9,10,11,13,13,13
山东,菏泽,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,日照,确诊,1,3,4,5,6,8,9,9,10,11,14,14,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16
山东,日照,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,日照,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,3,6,6
山东,日照,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,滨州,确诊,0,1,3,3,4,7,9,9,9,10,11,11,11,11,11,11,11,11,11,12,12,14,14,14,15,15,15
山东,滨州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山东,滨州,治愈,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,5,6,6,6,8,9,9,10,10,10
山东,滨州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,四川,确诊,15,28,44,69,90,108,142,177,207,231,254,282,301,321,344,364,386,405,417,436,451,463,470,481,495,508,514
四川,四川,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,四川,治愈,0,0,0,0,0,1,1,1,3,11,14,14,24,31,42,60,71,80,85,92,104,114,119,131,156,169,186
四川,四川,死亡,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3
四川,成都,确诊,7,16,22,33,37,46,59,69,72,73,77,87,92,97,102,109,120,123,124,125,131,135,139,140,140,140,141
四川,成都,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,成都,治愈,0,0,0,0,0,1,1,1,3,9,10,10,17,19,25,33,35,39,41,41,42,43,44,49,53,56,61
四川,成都,死亡,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
四川,甘孜州,确诊,0,0,2,2,3,3,5,5,5,5,6,8,10,12,17,17,17,23,27,36,37,43,44,50,57,62,65
四川,甘孜州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,甘孜州,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,6,8,8
四川,甘孜州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,达州,确诊,1,1,1,3,3,4,6,8,9,9,11,13,17,20,23,25,25,28,30,33,36,36,36,36,38,39,40
四川,达州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,达州,治愈,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,5,5,5,5,5,5,5,5,5,6,9,11
四川,达州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,南充,确诊,0,0,2,2,4,5,9,11,16,23,26,27,28,29,30,31,32,33,34,34,35,35,35,35,35,38,38
四川,南充,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,南充,治愈,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,4,5,6,7,9,9,12,12,14
四川,南充,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,广安,确诊,2,2,2,6,7,7,9,13,16,20,21,24,24,24,27,28,28,28,30,30,30,30,30,30,30,30,30
四川,广安,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,广安,治愈,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,5,7,8,8,10,13,14,16
四川,广安,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,巴中,确诊,0,0,0,0,0,2,4,5,8,8,12,12,15,19,20,21,21,22,22,22,22,24,24,24,24,24,24
四川,巴中,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,巴中,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3
四川,巴中,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,内江,确诊,0,1,1,1,3,4,4,6,10,11,12,15,15,16,17,17,17,17,18,20,21,21,22,22,22,22,22
四川,内江,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,内江,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,5,5,5,6,6,6
四川,内江,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,绵阳,确诊,2,2,5,7,8,8,9,11,12,14,17,17,17,18,19,20,20,21,21,22,22,22,22,22,22,22,22
四川,绵阳,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,绵阳,治愈,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,4,4,4,4,5,5,5,6,9,9,10
四川,绵阳,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,泸州,确诊,0,1,2,3,4,5,5,5,5,6,7,9,10,12,13,13,16,17,18,19,19,19,19,19,19,19,20
四川,泸州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,泸州,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3,3,5
四川,泸州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,德阳,确诊,1,1,1,1,1,2,3,7,7,10,10,12,12,12,12,13,16,16,16,16,17,17,17,17,17,17,17
四川,德阳,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,德阳,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
四川,德阳,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,遂宁,确诊,1,2,2,2,3,3,4,5,5,5,5,5,5,5,5,6,8,10,10,10,10,10,10,12,17,17,17
四川,遂宁,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,遂宁,治愈,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,4,4,4,4,4,9,9,10
四川,遂宁,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,攀枝花,确诊,0,0,0,0,0,0,0,1,7,9,10,10,11,11,11,12,13,13,13,13,13,13,13,13,13,16,16
四川,攀枝花,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,攀枝花,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,5,8,8,9,9,10,10,10,11,11
四川,攀枝花,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,凉山州,确诊,0,0,0,1,0,0,0,0,5,5,6,6,7,7,7,9,9,10,10,10,10,10,11,13,13,13,13
四川,凉山州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,凉山州,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,5,5,5,5,5
四川,凉山州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,宜宾,确诊,0,0,0,1,1,2,5,7,7,7,7,7,7,8,9,9,9,9,9,10,11,11,11,11,11,12,12
四川,宜宾,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,宜宾,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,6,6,6,6,6,7
四川,宜宾,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,自贡,确诊,0,1,1,2,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
四川,自贡,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,自贡,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,4,4
四川,自贡,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,眉山,确诊,0,0,1,1,1,1,2,2,2,2,3,5,5,5,5,6,7,7,7,8,8,8,8,8,8,8,8
四川,眉山,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,眉山,治愈,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3
四川,眉山,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川,雅安,确诊,1,1,1,1,2,2,2,3,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7
